,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,category
19950,Mexico,Soybeans,1997,15057,758,34468.93,19.65,Low
19951,Mexico,Soybeans,1997,15057,758,34468.93,17.46,Low
19952,Mexico,Soybeans,1997,15057,758,34468.93,20.99,Low
19953,Mexico,Soybeans,1998,15978,758,34468.93,17.07,Low
19954,Mexico,Soybeans,1998,15978,758,34468.93,21.38,Low
19955,Mexico,Soybeans,1998,15978,758,34468.93,25.14,Low
19956,Mexico,Soybeans,1998,15978,758,34468.93,19.08,Low
19957,Mexico,Soybeans,1998,15978,758,34468.93,23.61,Low
19958,Mexico,Soybeans,1998,15978,758,34468.93,20.31,Low
19959,Mexico,Soybeans,1998,15978,758,34468.93,16.21,Low
19960,Mexico,Soybeans,1998,15978,758,34468.93,21.38,Low
19961,Mexico,Soybeans,1999,16366,758,34468.93,16.09,Low
19962,Mexico,Soybeans,1999,16366,758,34468.93,20.86,Low
19963,Mexico,Soybeans,1999,16366,758,34468.93,25.03,Low
19964,Mexico,Soybeans,1999,16366,758,34468.93,19.74,Low
19965,Mexico,Soybeans,1999,16366,758,34468.93,23.33,Low
19966,Mexico,Soybeans,1999,16366,758,34468.93,19.27,Low
19967,Mexico,Soybeans,1999,16366,758,34468.93,16.18,Low
19968,Mexico,Soybeans,1999,16366,758,34468.93,20.86,Low
19969,Mexico,Soybeans,2000,14623,758,34468.93,16.11,Low
19970,Mexico,Soybeans,2000,14623,758,34468.93,21.12,Low
19971,Mexico,Soybeans,2000,14623,758,34468.93,25.16,Low
19972,Mexico,Soybeans,2000,14623,758,34468.93,20.19,Low
19973,Mexico,Soybeans,2000,14623,758,34468.93,23.07,Low
19974,Mexico,Soybeans,2000,14623,758,34468.93,19.29,Low
19975,Mexico,Soybeans,2000,14623,758,34468.93,16.9,Low
19976,Mexico,Soybeans,2000,14623,758,34468.93,21.12,Low
19977,Mexico,Soybeans,2001,16503,758,31373.3,15.98,Low
19978,Mexico,Soybeans,2001,16503,758,31373.3,21.23,Low
19979,Mexico,Soybeans,2001,16503,758,31373.3,25.11,Low
19980,Mexico,Soybeans,2001,16503,758,31373.3,20.15,Low
19981,Mexico,Soybeans,2001,16503,758,31373.3,22.6,Low
19982,Mexico,Soybeans,2001,16503,758,31373.3,19.32,Low
19983,Mexico,Soybeans,2001,16503,758,31373.3,16.37,Low
19984,Mexico,Soybeans,2001,16503,758,31373.3,21.23,Low
19985,Mexico,Soybeans,2002,15318,758,16189.88,16.37,Low
19986,Mexico,Soybeans,2002,15318,758,16189.88,21.5,Low
19987,Mexico,Soybeans,2002,15318,758,16189.88,25.07,Low
19988,Mexico,Soybeans,2002,15318,758,16189.88,19.93,Low
19989,Mexico,Soybeans,2002,15318,758,16189.88,22.59,Low
19990,Mexico,Soybeans,2002,15318,758,16189.88,19.62,Low
19991,Mexico,Soybeans,2002,15318,758,16189.88,16.37,Low
19992,Mexico,Soybeans,2002,15318,758,16189.88,21.5,Low
19993,Mexico,Soybeans,2004,15010,758,26433.14,16.2,Low
19994,Mexico,Soybeans,2004,15010,758,26433.14,21.24,Low
19995,Mexico,Soybeans,2004,15010,758,26433.14,24.92,Low
19996,Mexico,Soybeans,2004,15010,758,26433.14,19.91,Low
19997,Mexico,Soybeans,2004,15010,758,26433.14,22.26,Low
19998,Mexico,Soybeans,2004,15010,758,26433.14,19.56,Low
19999,Mexico,Soybeans,2004,15010,758,26433.14,16.84,Low
20000,Mexico,Soybeans,2004,15010,758,26433.14,21.24,Low
20001,Mexico,Soybeans,2005,19450,758,51741.99,16.7,Low
20002,Mexico,Soybeans,2005,19450,758,51741.99,21.42,Low
20003,Mexico,Soybeans,2005,19450,758,51741.99,25.18,Low
20004,Mexico,Soybeans,2005,19450,758,51741.99,20.09,Low
20005,Mexico,Soybeans,2005,19450,758,51741.99,22.95,Low
20006,Mexico,Soybeans,2005,19450,758,51741.99,19.82,Low
20007,Mexico,Soybeans,2005,19450,758,51741.99,16.93,Low
20008,Mexico,Soybeans,2005,19450,758,51741.99,21.42,Low
20009,Mexico,Soybeans,2006,14962,758,50891.95,16.37,Low
20010,Mexico,Soybeans,2006,14962,758,50891.95,21.5,Low
20011,Mexico,Soybeans,2006,14962,758,50891.95,25.35,Low
20012,Mexico,Soybeans,2006,14962,758,50891.95,20.3,Low
20013,Mexico,Soybeans,2006,14962,758,50891.95,23.33,Low
20014,Mexico,Soybeans,2006,14962,758,50891.95,19.53,Low
20015,Mexico,Soybeans,2006,14962,758,50891.95,17.23,Low
20016,Mexico,Soybeans,2006,14962,758,50891.95,21.5,Low
20017,Mexico,Soybeans,2007,14121,758,64501.28,16.38,Low
20018,Mexico,Soybeans,2007,14121,758,64501.28,21.35,Low
20019,Mexico,Soybeans,2007,14121,758,64501.28,24.88,Low
20020,Mexico,Soybeans,2007,14121,758,64501.28,20.17,Low
20021,Mexico,Soybeans,2007,14121,758,64501.28,22.18,Low
20022,Mexico,Soybeans,2007,14121,758,64501.28,19.7,Low
20023,Mexico,Soybeans,2007,14121,758,64501.28,16.8,Low
20024,Mexico,Soybeans,2007,14121,758,64501.28,21.35,Low
20025,Mexico,Soybeans,2008,20196,758,61732.11,16.22,Low
20026,Mexico,Soybeans,2008,20196,758,61732.11,21.02,Low
20027,Mexico,Soybeans,2008,20196,758,61732.11,25.22,Low
20028,Mexico,Soybeans,2008,20196,758,61732.11,20.41,Low
20029,Mexico,Soybeans,2008,20196,758,61732.11,22.68,Low
20030,Mexico,Soybeans,2008,20196,758,61732.11,19.45,Low
20031,Mexico,Soybeans,2008,20196,758,61732.11,17.21,Low
20032,Mexico,Soybeans,2008,20196,758,61732.11,21.02,Low
20033,Mexico,Soybeans,2009,18675,758,61690.08,16.65,Low
20034,Mexico,Soybeans,2009,18675,758,61690.08,21.76,Low
20035,Mexico,Soybeans,2009,18675,758,61690.08,25.72,Low
20036,Mexico,Soybeans,2009,18675,758,61690.08,20.32,Low
20037,Mexico,Soybeans,2009,18675,758,61690.08,23.23,Low
20038,Mexico,Soybeans,2009,18675,758,61690.08,19.81,Low
20039,Mexico,Soybeans,2009,18675,758,61690.08,17.03,Low
20040,Mexico,Soybeans,2009,18675,758,61690.08,21.76,Low
20041,Mexico,Soybeans,2010,10925,758,63402.29,15.87,Low
20042,Mexico,Soybeans,2010,10925,758,63402.29,20.9,Low
20043,Mexico,Soybeans,2010,10925,758,63402.29,25.04,Low
20044,Mexico,Soybeans,2010,10925,758,63402.29,19.62,Low
20045,Mexico,Soybeans,2010,10925,758,63402.29,21.99,Low
20046,Mexico,Soybeans,2010,10925,758,63402.29,19.38,Low
20047,Mexico,Soybeans,2010,10925,758,63402.29,16.19,Low
20048,Mexico,Soybeans,2010,10925,758,63402.29,20.9,Low
20049,Mexico,Soybeans,2011,13197,758,65961.1,16.64,Low
20050,Mexico,Soybeans,2011,13197,758,65961.1,21.55,Low
20051,Mexico,Soybeans,2011,13197,758,65961.1,25.28,Low
20052,Mexico,Soybeans,2011,13197,758,65961.1,19.52,Low
20053,Mexico,Soybeans,2011,13197,758,65961.1,23.55,Low
20054,Mexico,Soybeans,2011,13197,758,65961.1,19.83,Low
20055,Mexico,Soybeans,2011,13197,758,65961.1,16.26,Low
20056,Mexico,Soybeans,2011,13197,758,65961.1,21.55,Low
20057,Mexico,Soybeans,2012,17389,758,64512.22,16.43,Low
20058,Mexico,Soybeans,2012,17389,758,64512.22,21.52,Low
20059,Mexico,Soybeans,2012,17389,758,64512.22,25.5,Low
20060,Mexico,Soybeans,2012,17389,758,64512.22,20.61,Low
20061,Mexico,Soybeans,2012,17389,758,64512.22,23.5,Low
20062,Mexico,Soybeans,2012,17389,758,64512.22,19.71,Low
20063,Mexico,Soybeans,2012,17389,758,64512.22,17.2,Low
20064,Mexico,Soybeans,2012,17389,758,64512.22,21.52,Low
20065,Mexico,Soybeans,2013,15198,758,59920.18,17.34,Low
20066,Mexico,Soybeans,2013,15198,758,59920.18,22.19,Low
20067,Mexico,Soybeans,2013,15198,758,59920.18,25.36,Low
20068,Mexico,Soybeans,2013,15198,758,59920.18,21.86,Low
20069,Mexico,Soybeans,2013,15198,758,59920.18,24.19,Low
20070,Mexico,Soybeans,2013,15198,758,59920.18,20.45,Low
20071,Mexico,Soybeans,2013,15198,758,59920.18,17.18,Low
20072,Mexico,Soybeans,2013,15198,758,59920.18,22.19,Low
20073,Mexico,Sweet potatoes,1990,167541,758,34468.93,16,Medium
20074,Mexico,Sweet potatoes,1990,167541,758,34468.93,21.46,Medium
20075,Mexico,Sweet potatoes,1990,167541,758,34468.93,24.79,Medium
20076,Mexico,Sweet potatoes,1990,167541,758,34468.93,19.63,Medium
20077,Mexico,Sweet potatoes,1990,167541,758,34468.93,22.63,Medium
20078,Mexico,Sweet potatoes,1990,167541,758,34468.93,19.27,Medium
20079,Mexico,Sweet potatoes,1990,167541,758,34468.93,16.69,Medium
20080,Mexico,Sweet potatoes,1990,167541,758,34468.93,21.46,Medium
20081,Mexico,Sweet potatoes,1991,174848,758,34468.93,16.42,Medium
20082,Mexico,Sweet potatoes,1991,174848,758,34468.93,21.2,Medium
20083,Mexico,Sweet potatoes,1991,174848,758,34468.93,24.46,Medium
20084,Mexico,Sweet potatoes,1991,174848,758,34468.93,19.36,Medium
20085,Mexico,Sweet potatoes,1991,174848,758,34468.93,22.5,Medium
20086,Mexico,Sweet potatoes,1991,174848,758,34468.93,19.69,Medium
20087,Mexico,Sweet potatoes,1991,174848,758,34468.93,16.13,Medium
20088,Mexico,Sweet potatoes,1991,174848,758,34468.93,21.2,Medium
20089,Mexico,Sweet potatoes,1992,202929,758,34468.93,15.71,Medium
20090,Mexico,Sweet potatoes,1992,202929,758,34468.93,21,Medium
20091,Mexico,Sweet potatoes,1992,202929,758,34468.93,24.87,Medium
20092,Mexico,Sweet potatoes,1992,202929,758,34468.93,19.97,Medium
20093,Mexico,Sweet potatoes,1992,202929,758,34468.93,21.92,Medium
20094,Mexico,Sweet potatoes,1992,202929,758,34468.93,19.14,Medium
20095,Mexico,Sweet potatoes,1992,202929,758,34468.93,17.33,Medium
20096,Mexico,Sweet potatoes,1992,202929,758,34468.93,21,Medium
20097,Mexico,Sweet potatoes,1993,185676,758,34468.93,16.23,Medium
20098,Mexico,Sweet potatoes,1993,185676,758,34468.93,21.04,Medium
20099,Mexico,Sweet potatoes,1993,185676,758,34468.93,24.75,Medium
20100,Mexico,Sweet potatoes,1993,185676,758,34468.93,19.73,Medium
20101,Mexico,Sweet potatoes,1993,185676,758,34468.93,22.11,Medium
20102,Mexico,Sweet potatoes,1993,185676,758,34468.93,19.56,Medium
20103,Mexico,Sweet potatoes,1993,185676,758,34468.93,16.86,Medium
20104,Mexico,Sweet potatoes,1993,185676,758,34468.93,21.04,Medium
20105,Mexico,Sweet potatoes,1994,198359,758,34468.93,16.42,Medium
20106,Mexico,Sweet potatoes,1994,198359,758,34468.93,21.46,Medium
20107,Mexico,Sweet potatoes,1994,198359,758,34468.93,25.05,Medium
20108,Mexico,Sweet potatoes,1994,198359,758,34468.93,19.73,Medium
20109,Mexico,Sweet potatoes,1994,198359,758,34468.93,22.83,Medium
20110,Mexico,Sweet potatoes,1994,198359,758,34468.93,19.79,Medium
20111,Mexico,Sweet potatoes,1994,198359,758,34468.93,16.45,Medium
20112,Mexico,Sweet potatoes,1994,198359,758,34468.93,21.46,Medium
20113,Mexico,Sweet potatoes,1995,174581,758,34468.93,16.68,Medium
20114,Mexico,Sweet potatoes,1995,174581,758,34468.93,21.5,Medium
20115,Mexico,Sweet potatoes,1995,174581,758,34468.93,25.01,Medium
20116,Mexico,Sweet potatoes,1995,174581,758,34468.93,20.39,Medium
20117,Mexico,Sweet potatoes,1995,174581,758,34468.93,22.79,Medium
20118,Mexico,Sweet potatoes,1995,174581,758,34468.93,19.87,Medium
20119,Mexico,Sweet potatoes,1995,174581,758,34468.93,16.85,Medium
20120,Mexico,Sweet potatoes,1995,174581,758,34468.93,21.5,Medium
20121,Mexico,Sweet potatoes,1996,185891,758,34468.93,16.08,Medium
20122,Mexico,Sweet potatoes,1996,185891,758,34468.93,21.08,Medium
20123,Mexico,Sweet potatoes,1996,185891,758,34468.93,25.06,Medium
20124,Mexico,Sweet potatoes,1996,185891,758,34468.93,20.79,Medium
20125,Mexico,Sweet potatoes,1996,185891,758,34468.93,22.91,Medium
20126,Mexico,Sweet potatoes,1996,185891,758,34468.93,19.27,Medium
20127,Mexico,Sweet potatoes,1996,185891,758,34468.93,17.2,Medium
20128,Mexico,Sweet potatoes,1996,185891,758,34468.93,21.08,Medium
20129,Mexico,Sweet potatoes,1997,209597,758,34468.93,16.25,Medium
20130,Mexico,Sweet potatoes,1997,209597,758,34468.93,20.99,Medium
20131,Mexico,Sweet potatoes,1997,209597,758,34468.93,25.21,Medium
20132,Mexico,Sweet potatoes,1997,209597,758,34468.93,20.35,Medium
20133,Mexico,Sweet potatoes,1997,209597,758,34468.93,21.9,Medium
20134,Mexico,Sweet potatoes,1997,209597,758,34468.93,19.65,Medium
20135,Mexico,Sweet potatoes,1997,209597,758,34468.93,17.46,Medium
20136,Mexico,Sweet potatoes,1997,209597,758,34468.93,20.99,Medium
20137,Mexico,Sweet potatoes,1998,187500,758,34468.93,17.07,Medium
20138,Mexico,Sweet potatoes,1998,187500,758,34468.93,21.38,Medium
20139,Mexico,Sweet potatoes,1998,187500,758,34468.93,25.14,Medium
20140,Mexico,Sweet potatoes,1998,187500,758,34468.93,19.08,Medium
20141,Mexico,Sweet potatoes,1998,187500,758,34468.93,23.61,Medium
20142,Mexico,Sweet potatoes,1998,187500,758,34468.93,20.31,Medium
20143,Mexico,Sweet potatoes,1998,187500,758,34468.93,16.21,Medium
20144,Mexico,Sweet potatoes,1998,187500,758,34468.93,21.38,Medium
20145,Mexico,Sweet potatoes,1999,193104,758,34468.93,16.09,Medium
20146,Mexico,Sweet potatoes,1999,193104,758,34468.93,20.86,Medium
20147,Mexico,Sweet potatoes,1999,193104,758,34468.93,25.03,Medium
20148,Mexico,Sweet potatoes,1999,193104,758,34468.93,19.74,Medium
20149,Mexico,Sweet potatoes,1999,193104,758,34468.93,23.33,Medium
20150,Mexico,Sweet potatoes,1999,193104,758,34468.93,19.27,Medium
20151,Mexico,Sweet potatoes,1999,193104,758,34468.93,16.18,Medium
20152,Mexico,Sweet potatoes,1999,193104,758,34468.93,20.86,Medium
20153,Mexico,Sweet potatoes,2000,188160,758,34468.93,16.11,Medium
20154,Mexico,Sweet potatoes,2000,188160,758,34468.93,21.12,Medium
20155,Mexico,Sweet potatoes,2000,188160,758,34468.93,25.16,Medium
20156,Mexico,Sweet potatoes,2000,188160,758,34468.93,20.19,Medium
20157,Mexico,Sweet potatoes,2000,188160,758,34468.93,23.07,Medium
20158,Mexico,Sweet potatoes,2000,188160,758,34468.93,19.29,Medium
20159,Mexico,Sweet potatoes,2000,188160,758,34468.93,16.9,Medium
20160,Mexico,Sweet potatoes,2000,188160,758,34468.93,21.12,Medium
20161,Mexico,Sweet potatoes,2001,199853,758,31373.3,15.98,Medium
20162,Mexico,Sweet potatoes,2001,199853,758,31373.3,21.23,Medium
20163,Mexico,Sweet potatoes,2001,199853,758,31373.3,25.11,Medium
20164,Mexico,Sweet potatoes,2001,199853,758,31373.3,20.15,Medium
20165,Mexico,Sweet potatoes,2001,199853,758,31373.3,22.6,Medium
20166,Mexico,Sweet potatoes,2001,199853,758,31373.3,19.32,Medium
20167,Mexico,Sweet potatoes,2001,199853,758,31373.3,16.37,Medium
20168,Mexico,Sweet potatoes,2001,199853,758,31373.3,21.23,Medium
20169,Mexico,Sweet potatoes,2002,184236,758,16189.88,16.37,Medium
20170,Mexico,Sweet potatoes,2002,184236,758,16189.88,21.5,Medium
20171,Mexico,Sweet potatoes,2002,184236,758,16189.88,25.07,Medium
20172,Mexico,Sweet potatoes,2002,184236,758,16189.88,19.93,Medium
20173,Mexico,Sweet potatoes,2002,184236,758,16189.88,22.59,Medium
20174,Mexico,Sweet potatoes,2002,184236,758,16189.88,19.62,Medium
20175,Mexico,Sweet potatoes,2002,184236,758,16189.88,16.37,Medium
20176,Mexico,Sweet potatoes,2002,184236,758,16189.88,21.5,Medium
20177,Mexico,Sweet potatoes,2004,218597,758,26433.14,16.2,Medium
20178,Mexico,Sweet potatoes,2004,218597,758,26433.14,21.24,Medium
20179,Mexico,Sweet potatoes,2004,218597,758,26433.14,24.92,Medium
20180,Mexico,Sweet potatoes,2004,218597,758,26433.14,19.91,Medium
20181,Mexico,Sweet potatoes,2004,218597,758,26433.14,22.26,Medium
20182,Mexico,Sweet potatoes,2004,218597,758,26433.14,19.56,Medium
20183,Mexico,Sweet potatoes,2004,218597,758,26433.14,16.84,Medium
20184,Mexico,Sweet potatoes,2004,218597,758,26433.14,21.24,Medium
20185,Mexico,Sweet potatoes,2005,214928,758,51741.99,16.7,Medium
20186,Mexico,Sweet potatoes,2005,214928,758,51741.99,21.42,Medium
20187,Mexico,Sweet potatoes,2005,214928,758,51741.99,25.18,Medium
20188,Mexico,Sweet potatoes,2005,214928,758,51741.99,20.09,Medium
20189,Mexico,Sweet potatoes,2005,214928,758,51741.99,22.95,Medium
20190,Mexico,Sweet potatoes,2005,214928,758,51741.99,19.82,Medium
20191,Mexico,Sweet potatoes,2005,214928,758,51741.99,16.93,Medium
20192,Mexico,Sweet potatoes,2005,214928,758,51741.99,21.42,Medium
20193,Mexico,Sweet potatoes,2006,212942,758,50891.95,16.37,Medium
20194,Mexico,Sweet potatoes,2006,212942,758,50891.95,21.5,Medium
20195,Mexico,Sweet potatoes,2006,212942,758,50891.95,25.35,Medium
20196,Mexico,Sweet potatoes,2006,212942,758,50891.95,20.3,Medium
20197,Mexico,Sweet potatoes,2006,212942,758,50891.95,23.33,Medium
20198,Mexico,Sweet potatoes,2006,212942,758,50891.95,19.53,Medium
20199,Mexico,Sweet potatoes,2006,212942,758,50891.95,17.23,Medium
20200,Mexico,Sweet potatoes,2006,212942,758,50891.95,21.5,Medium
20201,Mexico,Sweet potatoes,2007,204599,758,64501.28,16.38,Medium
20202,Mexico,Sweet potatoes,2007,204599,758,64501.28,21.35,Medium
20203,Mexico,Sweet potatoes,2007,204599,758,64501.28,24.88,Medium
20204,Mexico,Sweet potatoes,2007,204599,758,64501.28,20.17,Medium
20205,Mexico,Sweet potatoes,2007,204599,758,64501.28,22.18,Medium
20206,Mexico,Sweet potatoes,2007,204599,758,64501.28,19.7,Medium
20207,Mexico,Sweet potatoes,2007,204599,758,64501.28,16.8,Medium
20208,Mexico,Sweet potatoes,2007,204599,758,64501.28,21.35,Medium
20209,Mexico,Sweet potatoes,2008,215028,758,61732.11,16.22,Medium
20210,Mexico,Sweet potatoes,2008,215028,758,61732.11,21.02,Medium
20211,Mexico,Sweet potatoes,2008,215028,758,61732.11,25.22,Medium
20212,Mexico,Sweet potatoes,2008,215028,758,61732.11,20.41,Medium
20213,Mexico,Sweet potatoes,2008,215028,758,61732.11,22.68,Medium
20214,Mexico,Sweet potatoes,2008,215028,758,61732.11,19.45,Medium
20215,Mexico,Sweet potatoes,2008,215028,758,61732.11,17.21,Medium
20216,Mexico,Sweet potatoes,2008,215028,758,61732.11,21.02,Medium
20217,Mexico,Sweet potatoes,2009,190454,758,61690.08,16.65,Medium
20218,Mexico,Sweet potatoes,2009,190454,758,61690.08,21.76,Medium
20219,Mexico,Sweet potatoes,2009,190454,758,61690.08,25.72,Medium
20220,Mexico,Sweet potatoes,2009,190454,758,61690.08,20.32,Medium
20221,Mexico,Sweet potatoes,2009,190454,758,61690.08,23.23,Medium
20222,Mexico,Sweet potatoes,2009,190454,758,61690.08,19.81,Medium
20223,Mexico,Sweet potatoes,2009,190454,758,61690.08,17.03,Medium
20224,Mexico,Sweet potatoes,2009,190454,758,61690.08,21.76,Medium
20225,Mexico,Sweet potatoes,2010,206653,758,63402.29,15.87,Medium
20226,Mexico,Sweet potatoes,2010,206653,758,63402.29,20.9,Medium
20227,Mexico,Sweet potatoes,2010,206653,758,63402.29,25.04,Medium
20228,Mexico,Sweet potatoes,2010,206653,758,63402.29,19.62,Medium
20229,Mexico,Sweet potatoes,2010,206653,758,63402.29,21.99,Medium
20230,Mexico,Sweet potatoes,2010,206653,758,63402.29,19.38,Medium
20231,Mexico,Sweet potatoes,2010,206653,758,63402.29,16.19,Medium
20232,Mexico,Sweet potatoes,2010,206653,758,63402.29,20.9,Medium
20233,Mexico,Sweet potatoes,2011,201465,758,65961.1,16.64,Medium
20234,Mexico,Sweet potatoes,2011,201465,758,65961.1,21.55,Medium
20235,Mexico,Sweet potatoes,2011,201465,758,65961.1,25.28,Medium
20236,Mexico,Sweet potatoes,2011,201465,758,65961.1,19.52,Medium
20237,Mexico,Sweet potatoes,2011,201465,758,65961.1,23.55,Medium
20238,Mexico,Sweet potatoes,2011,201465,758,65961.1,19.83,Medium
20239,Mexico,Sweet potatoes,2011,201465,758,65961.1,16.26,Medium
20240,Mexico,Sweet potatoes,2011,201465,758,65961.1,21.55,Medium
20241,Mexico,Sweet potatoes,2012,175168,758,64512.22,16.43,Medium
20242,Mexico,Sweet potatoes,2012,175168,758,64512.22,21.52,Medium
20243,Mexico,Sweet potatoes,2012,175168,758,64512.22,25.5,Medium
20244,Mexico,Sweet potatoes,2012,175168,758,64512.22,20.61,Medium
20245,Mexico,Sweet potatoes,2012,175168,758,64512.22,23.5,Medium
20246,Mexico,Sweet potatoes,2012,175168,758,64512.22,19.71,Medium
20247,Mexico,Sweet potatoes,2012,175168,758,64512.22,17.2,Medium
20248,Mexico,Sweet potatoes,2012,175168,758,64512.22,21.52,Medium
20249,Mexico,Sweet potatoes,2013,183965,758,59920.18,17.34,Medium
20250,Mexico,Sweet potatoes,2013,183965,758,59920.18,22.19,Medium
20251,Mexico,Sweet potatoes,2013,183965,758,59920.18,25.36,Medium
20252,Mexico,Sweet potatoes,2013,183965,758,59920.18,21.86,Medium
20253,Mexico,Sweet potatoes,2013,183965,758,59920.18,24.19,Medium
20254,Mexico,Sweet potatoes,2013,183965,758,59920.18,20.45,Medium
20255,Mexico,Sweet potatoes,2013,183965,758,59920.18,17.18,Medium
20256,Mexico,Sweet potatoes,2013,183965,758,59920.18,22.19,Medium
20257,Mexico,Wheat,1990,42143,758,34468.93,16,Low
20258,Mexico,Wheat,1990,42143,758,34468.93,21.46,Low
20259,Mexico,Wheat,1990,42143,758,34468.93,24.79,Low
20260,Mexico,Wheat,1990,42143,758,34468.93,19.63,Low
20261,Mexico,Wheat,1990,42143,758,34468.93,22.63,Low
20262,Mexico,Wheat,1990,42143,758,34468.93,19.27,Low
20263,Mexico,Wheat,1990,42143,758,34468.93,16.69,Low
20264,Mexico,Wheat,1990,42143,758,34468.93,21.46,Low
20265,Mexico,Wheat,1991,41272,758,34468.93,16.42,Low
20266,Mexico,Wheat,1991,41272,758,34468.93,21.2,Low
20267,Mexico,Wheat,1991,41272,758,34468.93,24.46,Low
20268,Mexico,Wheat,1991,41272,758,34468.93,19.36,Low
20269,Mexico,Wheat,1991,41272,758,34468.93,22.5,Low
20270,Mexico,Wheat,1991,41272,758,34468.93,19.69,Low
20271,Mexico,Wheat,1991,41272,758,34468.93,16.13,Low
20272,Mexico,Wheat,1991,41272,758,34468.93,21.2,Low
20273,Mexico,Wheat,1992,39530,758,34468.93,15.71,Low
20274,Mexico,Wheat,1992,39530,758,34468.93,21,Low
20275,Mexico,Wheat,1992,39530,758,34468.93,24.87,Low
20276,Mexico,Wheat,1992,39530,758,34468.93,19.97,Low
20277,Mexico,Wheat,1992,39530,758,34468.93,21.92,Low
20278,Mexico,Wheat,1992,39530,758,34468.93,19.14,Low
20279,Mexico,Wheat,1992,39530,758,34468.93,17.33,Low
20280,Mexico,Wheat,1992,39530,758,34468.93,21,Low
20281,Mexico,Wheat,1993,40821,758,34468.93,16.23,Low
20282,Mexico,Wheat,1993,40821,758,34468.93,21.04,Low
20283,Mexico,Wheat,1993,40821,758,34468.93,24.75,Low
20284,Mexico,Wheat,1993,40821,758,34468.93,19.73,Low
20285,Mexico,Wheat,1993,40821,758,34468.93,22.11,Low
20286,Mexico,Wheat,1993,40821,758,34468.93,19.56,Low
20287,Mexico,Wheat,1993,40821,758,34468.93,16.86,Low
20288,Mexico,Wheat,1993,40821,758,34468.93,21.04,Low
20289,Mexico,Wheat,1994,43034,758,34468.93,16.42,Low
20290,Mexico,Wheat,1994,43034,758,34468.93,21.46,Low
20291,Mexico,Wheat,1994,43034,758,34468.93,25.05,Low
20292,Mexico,Wheat,1994,43034,758,34468.93,19.73,Low
20293,Mexico,Wheat,1994,43034,758,34468.93,22.83,Low
20294,Mexico,Wheat,1994,43034,758,34468.93,19.79,Low
20295,Mexico,Wheat,1994,43034,758,34468.93,16.45,Low
20296,Mexico,Wheat,1994,43034,758,34468.93,21.46,Low
20297,Mexico,Wheat,1995,37320,758,34468.93,16.68,Low
20298,Mexico,Wheat,1995,37320,758,34468.93,21.5,Low
20299,Mexico,Wheat,1995,37320,758,34468.93,25.01,Low
20300,Mexico,Wheat,1995,37320,758,34468.93,20.39,Low
20301,Mexico,Wheat,1995,37320,758,34468.93,22.79,Low
20302,Mexico,Wheat,1995,37320,758,34468.93,19.87,Low
20303,Mexico,Wheat,1995,37320,758,34468.93,16.85,Low
20304,Mexico,Wheat,1995,37320,758,34468.93,21.5,Low
20305,Mexico,Wheat,1996,41706,758,34468.93,16.08,Low
20306,Mexico,Wheat,1996,41706,758,34468.93,21.08,Low
20307,Mexico,Wheat,1996,41706,758,34468.93,25.06,Low
20308,Mexico,Wheat,1996,41706,758,34468.93,20.79,Low
20309,Mexico,Wheat,1996,41706,758,34468.93,22.91,Low
20310,Mexico,Wheat,1996,41706,758,34468.93,19.27,Low
20311,Mexico,Wheat,1996,41706,758,34468.93,17.2,Low
20312,Mexico,Wheat,1996,41706,758,34468.93,21.08,Low
20313,Mexico,Wheat,1997,47347,758,34468.93,16.25,Low
20314,Mexico,Wheat,1997,47347,758,34468.93,20.99,Low
20315,Mexico,Wheat,1997,47347,758,34468.93,25.21,Low
20316,Mexico,Wheat,1997,47347,758,34468.93,20.35,Low
20317,Mexico,Wheat,1997,47347,758,34468.93,21.9,Low
20318,Mexico,Wheat,1997,47347,758,34468.93,19.65,Low
20319,Mexico,Wheat,1997,47347,758,34468.93,17.46,Low
20320,Mexico,Wheat,1997,47347,758,34468.93,20.99,Low
20321,Mexico,Wheat,1998,42077,758,34468.93,17.07,Low
20322,Mexico,Wheat,1998,42077,758,34468.93,21.38,Low
20323,Mexico,Wheat,1998,42077,758,34468.93,25.14,Low
20324,Mexico,Wheat,1998,42077,758,34468.93,19.08,Low
20325,Mexico,Wheat,1998,42077,758,34468.93,23.61,Low
20326,Mexico,Wheat,1998,42077,758,34468.93,20.31,Low
20327,Mexico,Wheat,1998,42077,758,34468.93,16.21,Low
20328,Mexico,Wheat,1998,42077,758,34468.93,21.38,Low
20329,Mexico,Wheat,1999,46310,758,34468.93,16.09,Low
20330,Mexico,Wheat,1999,46310,758,34468.93,20.86,Low
20331,Mexico,Wheat,1999,46310,758,34468.93,25.03,Low
20332,Mexico,Wheat,1999,46310,758,34468.93,19.74,Low
20333,Mexico,Wheat,1999,46310,758,34468.93,23.33,Low
20334,Mexico,Wheat,1999,46310,758,34468.93,19.27,Low
20335,Mexico,Wheat,1999,46310,758,34468.93,16.18,Low
20336,Mexico,Wheat,1999,46310,758,34468.93,20.86,Low
20337,Mexico,Wheat,2000,49355,758,34468.93,16.11,Low
20338,Mexico,Wheat,2000,49355,758,34468.93,21.12,Low
20339,Mexico,Wheat,2000,49355,758,34468.93,25.16,Low
20340,Mexico,Wheat,2000,49355,758,34468.93,20.19,Low
