Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,category
Spain,Wheat,1999,20987.0,636.0,33614.0,17.43,Low
Spain,Wheat,2000,30997.0,636.0,34597.0,17.15,Low
Spain,Wheat,2000,30997.0,636.0,34597.0,12.2,Low
Spain,Wheat,2000,30997.0,636.0,34597.0,17.47,Low
Spain,Wheat,2001,23003.0,636.0,35700.0,17.27,Low
Spain,Wheat,2001,23003.0,636.0,35700.0,12.33,Low
Spain,Wheat,2001,23003.0,636.0,35700.0,17.84,Low
Spain,Wheat,2002,28347.0,636.0,40727.0,17.16,Low
Spain,Wheat,2002,28347.0,636.0,40727.0,12.52,Low
Spain,Wheat,2002,28347.0,636.0,40727.0,17.51,Low
Spain,Wheat,2004,32628.0,636.0,47445.0,17.12,Low
Spain,Wheat,2004,32628.0,636.0,47445.0,12.17,Low
Spain,Wheat,2004,32628.0,636.0,47445.0,17.41,Low
Spain,Wheat,2005,17707.0,636.0,41017.0,16.69,Low
Spain,Wheat,2005,17707.0,636.0,41017.0,12.26,Low
Spain,Wheat,2005,17707.0,636.0,41017.0,16.97,Low
Spain,Wheat,2006,28755.0,636.0,39767.0,17.81,Low
Spain,Wheat,2006,28755.0,636.0,39767.0,13.06,Low
Spain,Wheat,2006,28755.0,636.0,39767.0,17.97,Low
Spain,Wheat,2007,35692.0,636.0,39286.0,17.24,Low
Spain,Wheat,2007,35692.0,636.0,39286.0,11.89,Low
Spain,Wheat,2007,35692.0,636.0,39286.0,17.41,Low
Spain,Wheat,2008,32483.0,636.0,40719.0,16.92,Low
Spain,Wheat,2008,32483.0,636.0,40719.0,11.92,Low
Spain,Wheat,2008,32483.0,636.0,40719.0,17.21,Low
Spain,Wheat,2009,27103.0,636.0,35199.0,17.45,Low
Spain,Wheat,2009,27103.0,636.0,35199.0,12.96,Low
Spain,Wheat,2009,27103.0,636.0,35199.0,17.61,Low
Spain,Wheat,2010,30498.0,636.0,39043.0,16.51,Low
Spain,Wheat,2010,30498.0,636.0,39043.0,12.01,Low
Spain,Wheat,2010,30498.0,636.0,39043.0,16.83,Low
Spain,Wheat,2011,34475.0,636.0,53549.0,17.9,Low
Spain,Wheat,2011,34475.0,636.0,53549.0,13.28,Low
Spain,Wheat,2011,34475.0,636.0,53549.0,17.98,Low
Spain,Wheat,2012,23718.0,636.0,48668.0,17.51,Low
Spain,Wheat,2012,23718.0,636.0,48668.0,12.33,Low
Spain,Wheat,2012,23718.0,636.0,48668.0,17.65,Low
Spain,Wheat,2013,36447.0,636.0,54197.0,17.0,Low
Spain,Wheat,2013,36447.0,636.0,54197.0,12.68,Low
Spain,Wheat,2013,36447.0,636.0,54197.0,17.46,Low
Sri Lanka,Cassava,1990,87717.0,1712.0,1571.33,26.53,Low
Sri Lanka,Cassava,1991,92373.0,1712.0,1409.15,26.53,Low
Sri Lanka,Cassava,1992,88453.0,1712.0,2144.31,26.26,Low
Sri Lanka,Cassava,1993,93405.0,1712.0,1753.2,26.37,Low
Sri Lanka,Cassava,1994,89267.0,1712.0,1860.7,26.34,Low
Sri Lanka,Cassava,1995,90241.0,1712.0,1735.5,26.59,Low
Sri Lanka,Cassava,1996,87529.0,1712.0,1654.41,26.38,Low
Sri Lanka,Cassava,1997,86564.0,1712.0,1622.4,26.66,Low
Sri Lanka,Cassava,1998,85535.0,1712.0,1532.41,27.13,Low
Sri Lanka,Cassava,1999,85460.0,1712.0,1766.91,26.32,Low
Sri Lanka,Cassava,2000,84330.0,1712.0,1695.71,26.43,Low
Sri Lanka,Cassava,2001,85560.0,1712.0,1705.05,26.63,Low
Sri Lanka,Cassava,2002,85284.0,1712.0,1714.39,26.74,Low
Sri Lanka,Cassava,2004,95411.0,1712.0,1733.07,26.64,Low
Sri Lanka,Cassava,2005,95186.0,1712.0,1742.41,26.73,Low
Sri Lanka,Cassava,2006,95959.0,1712.0,1751.75,26.56,Low
Sri Lanka,Cassava,2007,97487.0,1712.0,1439.8,26.57,Low
Sri Lanka,Cassava,2008,100556.0,1712.0,1152.39,26.42,Low
Sri Lanka,Cassava,2009,116401.0,1712.0,1170.36,26.67,Low
Sri Lanka,Cassava,2010,120631.0,1712.0,1450.54,26.83,Low
Sri Lanka,Cassava,2011,120967.0,1712.0,1290.31,26.65,Low
Sri Lanka,Cassava,2012,121660.0,1712.0,1112.8,26.88,Low
Sri Lanka,Cassava,2013,126527.0,1712.0,1235.31,27.03,Low
Sri Lanka,Maize,1990,11227.0,1712.0,1571.33,26.53,Low
Sri Lanka,Maize,1991,11916.0,1712.0,1409.15,26.53,Low
Sri Lanka,Maize,1992,10390.0,1712.0,2144.31,26.26,Low
Sri Lanka,Maize,1993,9712.0,1712.0,1753.2,26.37,Low
Sri Lanka,Maize,1994,10032.0,1712.0,1860.7,26.34,Low
Sri Lanka,Maize,1995,9695.0,1712.0,1735.5,26.59,Low
Sri Lanka,Maize,1996,10669.0,1712.0,1654.41,26.38,Low
Sri Lanka,Maize,1997,9959.0,1712.0,1622.4,26.66,Low
Sri Lanka,Maize,1998,11371.0,1712.0,1532.41,27.13,Low
Sri Lanka,Maize,1999,10897.0,1712.0,1766.91,26.32,Low
Sri Lanka,Maize,2000,10838.0,1712.0,1695.71,26.43,Low
Sri Lanka,Maize,2001,11182.0,1712.0,1705.05,26.63,Low
Sri Lanka,Maize,2002,11282.0,1712.0,1714.39,26.74,Low
Sri Lanka,Maize,2004,15023.0,1712.0,1733.07,26.64,Low
Sri Lanka,Maize,2005,14713.0,1712.0,1742.41,26.73,Low
Sri Lanka,Maize,2006,14853.0,1712.0,1751.75,26.56,Low
Sri Lanka,Maize,2007,16508.0,1712.0,1439.8,26.57,Low
Sri Lanka,Maize,2008,26337.0,1712.0,1152.39,26.42,Low
Sri Lanka,Maize,2009,25515.0,1712.0,1170.36,26.67,Low
Sri Lanka,Maize,2010,28061.0,1712.0,1450.54,26.83,Low
Sri Lanka,Maize,2011,27262.0,1712.0,1290.31,26.65,Low
Sri Lanka,Maize,2012,34187.0,1712.0,1112.8,26.88,Low
Sri Lanka,Maize,2013,30868.0,1712.0,1235.31,27.03,Low
Sri Lanka,Plantains and others,1990,140381.0,1712.0,1571.33,26.53,Low
Sri Lanka,Plantains and others,1991,129648.0,1712.0,1409.15,26.53,Low
Sri Lanka,Plantains and others,1992,131963.0,1712.0,2144.31,26.26,Low
Sri Lanka,Plantains and others,1993,136250.0,1712.0,1753.2,26.37,Low
Sri Lanka,Plantains and others,1994,136905.0,1712.0,1860.7,26.34,Low
Sri Lanka,Plantains and others,1995,131818.0,1712.0,1735.5,26.59,Low
Sri Lanka,Plantains and others,1996,128883.0,1712.0,1654.41,26.38,Low
Sri Lanka,Plantains and others,1997,124786.0,1712.0,1622.4,26.66,Low
Sri Lanka,Plantains and others,1998,119608.0,1712.0,1532.41,27.13,Low
Sri Lanka,Plantains and others,1999,118269.0,1712.0,1766.91,26.32,Low
Sri Lanka,Plantains and others,2000,119608.0,1712.0,1695.71,26.43,Low
Sri Lanka,Plantains and others,2001,118178.0,1712.0,1705.05,26.63,Low
Sri Lanka,Plantains and others,2002,118000.0,1712.0,1714.39,26.74,Low
Sri Lanka,Plantains and others,2004,107185.0,1712.0,1733.07,26.64,Low
Sri Lanka,Plantains and others,2005,106604.0,1712.0,1742.41,26.73,Low
Sri Lanka,Plantains and others,2006,103250.0,1712.0,1751.75,26.56,Low
Sri Lanka,Plantains and others,2007,104962.0,1712.0,1439.8,26.57,Low
Sri Lanka,Plantains and others,2008,111141.0,1712.0,1152.39,26.42,Low
Sri Lanka,Plantains and others,2009,106511.0,1712.0,1170.36,26.67,Low
Sri Lanka,Plantains and others,2010,109294.0,1712.0,1450.54,26.83,Low
Sri Lanka,Plantains and others,2011,112892.0,1712.0,1290.31,26.65,Low
Sri Lanka,Plantains and others,2012,120475.0,1712.0,1112.8,26.88,Low
Sri Lanka,Plantains and others,2013,114222.0,1712.0,1235.31,27.03,Low
Sri Lanka,Potatoes,1990,110520.0,1712.0,1571.33,26.53,Low
Sri Lanka,Potatoes,1991,104522.0,1712.0,1409.15,26.53,Low
Sri Lanka,Potatoes,1992,110108.0,1712.0,2144.31,26.26,Low
Sri Lanka,Potatoes,1993,112006.0,1712.0,1753.2,26.37,Low
Sri Lanka,Potatoes,1994,110104.0,1712.0,1860.7,26.34,Low
Sri Lanka,Potatoes,1995,109931.0,1712.0,1735.5,26.59,Low
Sri Lanka,Potatoes,1996,127136.0,1712.0,1654.41,26.38,Low
Sri Lanka,Potatoes,1997,102773.0,1712.0,1622.4,26.66,Low
Sri Lanka,Potatoes,1998,111254.0,1712.0,1532.41,27.13,Low
Sri Lanka,Potatoes,1999,125207.0,1712.0,1766.91,26.32,Low
Sri Lanka,Potatoes,2000,132921.0,1712.0,1695.71,26.43,Low
Sri Lanka,Potatoes,2001,135718.0,1712.0,1705.05,26.63,Low
Sri Lanka,Potatoes,2002,134206.0,1712.0,1714.39,26.74,Low
Sri Lanka,Potatoes,2004,148033.0,1712.0,1733.07,26.64,Low
Sri Lanka,Potatoes,2005,141622.0,1712.0,1742.41,26.73,Low
Sri Lanka,Potatoes,2006,148094.0,1712.0,1751.75,26.56,Low
Sri Lanka,Potatoes,2007,145197.0,1712.0,1439.8,26.57,Low
Sri Lanka,Potatoes,2008,145282.0,1712.0,1152.39,26.42,Low
Sri Lanka,Potatoes,2009,149034.0,1712.0,1170.36,26.67,Low
Sri Lanka,Potatoes,2010,135234.0,1712.0,1450.54,26.83,Low
Sri Lanka,Potatoes,2011,132500.0,1712.0,1290.31,26.65,Low
Sri Lanka,Potatoes,2012,155269.0,1712.0,1112.8,26.88,Low
Sri Lanka,Potatoes,2013,153210.0,1712.0,1235.31,27.03,Low
Sri Lanka,"Rice, paddy",1990,30643.0,1712.0,1571.33,26.53,Low
Sri Lanka,"Rice, paddy",1991,30215.0,1712.0,1409.15,26.53,Low
Sri Lanka,"Rice, paddy",1992,30544.0,1712.0,2144.31,26.26,Low
Sri Lanka,"Rice, paddy",1993,31350.0,1712.0,1753.2,26.37,Low
Sri Lanka,"Rice, paddy",1994,29933.0,1712.0,1860.7,26.34,Low
Sri Lanka,"Rice, paddy",1995,31586.0,1712.0,1735.5,26.59,Low
Sri Lanka,"Rice, paddy",1996,31231.0,1712.0,1654.41,26.38,Low
Sri Lanka,"Rice, paddy",1997,32451.0,1712.0,1622.4,26.66,Low
Sri Lanka,"Rice, paddy",1998,35102.0,1712.0,1532.41,27.13,Low
Sri Lanka,"Rice, paddy",1999,32810.0,1712.0,1766.91,26.32,Low
Sri Lanka,"Rice, paddy",2000,34374.0,1712.0,1695.71,26.43,Low
Sri Lanka,"Rice, paddy",2001,35228.0,1712.0,1705.05,26.63,Low
Sri Lanka,"Rice, paddy",2002,34889.0,1712.0,1714.39,26.74,Low
Sri Lanka,"Rice, paddy",2004,36516.0,1712.0,1733.07,26.64,Low
Sri Lanka,"Rice, paddy",2005,35465.0,1712.0,1742.41,26.73,Low
Sri Lanka,"Rice, paddy",2006,36705.0,1712.0,1751.75,26.56,Low
Sri Lanka,"Rice, paddy",2007,38337.0,1712.0,1439.8,26.57,Low
Sri Lanka,"Rice, paddy",2008,36800.0,1712.0,1152.39,26.42,Low
Sri Lanka,"Rice, paddy",2009,38748.0,1712.0,1170.36,26.67,Low
Sri Lanka,"Rice, paddy",2010,40558.0,1712.0,1450.54,26.83,Low
Sri Lanka,"Rice, paddy",2011,35699.0,1712.0,1290.31,26.65,Low
Sri Lanka,"Rice, paddy",2012,36057.0,1712.0,1112.8,26.88,Low
Sri Lanka,"Rice, paddy",2013,38897.0,1712.0,1235.31,27.03,Low
Sri Lanka,Sorghum,1990,7143.0,1712.0,1571.33,26.53,Low
Sri Lanka,Sorghum,1991,6911.0,1712.0,1409.15,26.53,Low
Sri Lanka,Sorghum,1992,7034.0,1712.0,2144.31,26.26,Low
Sri Lanka,Sorghum,1993,6154.0,1712.0,1753.2,26.37,Low
Sri Lanka,Sorghum,1994,7132.0,1712.0,1860.7,26.34,Low
Sri Lanka,Sorghum,1995,9212.0,1712.0,1735.5,26.59,Low
Sri Lanka,Sorghum,1996,9510.0,1712.0,1654.41,26.38,Low
Sri Lanka,Sorghum,1997,9078.0,1712.0,1622.4,26.66,Low
Sri Lanka,Sorghum,1998,7000.0,1712.0,1532.41,27.13,Low
Sri Lanka,Sorghum,1999,7000.0,1712.0,1766.91,26.32,Low
Sri Lanka,Sorghum,2000,7500.0,1712.0,1695.71,26.43,Low
Sri Lanka,Sorghum,2001,7143.0,1712.0,1705.05,26.63,Low
Sri Lanka,Sorghum,2002,6818.0,1712.0,1714.39,26.74,Low
Sri Lanka,Sorghum,2004,7714.0,1712.0,1733.07,26.64,Low
Sri Lanka,Sorghum,2005,9583.0,1712.0,1742.41,26.73,Low
Sri Lanka,Sorghum,2006,8500.0,1712.0,1751.75,26.56,Low
Sri Lanka,Sorghum,2007,10000.0,1712.0,1439.8,26.57,Low
Sri Lanka,Sorghum,2008,12353.0,1712.0,1152.39,26.42,Low
Sri Lanka,Sorghum,2009,12857.0,1712.0,1170.36,26.67,Low
Sri Lanka,Sorghum,2010,12500.0,1712.0,1450.54,26.83,Low
Sri Lanka,Sorghum,2011,12857.0,1712.0,1290.31,26.65,Low
Sri Lanka,Sorghum,2012,12857.0,1712.0,1112.8,26.88,Low
Sri Lanka,Sorghum,2013,14227.0,1712.0,1235.31,27.03,Low
Sri Lanka,Soybeans,1990,8040.0,1712.0,1571.33,26.53,Low
Sri Lanka,Soybeans,1991,9747.0,1712.0,1409.15,26.53,Low
Sri Lanka,Soybeans,1992,9905.0,1712.0,2144.31,26.26,Low
Sri Lanka,Soybeans,1993,9389.0,1712.0,1753.2,26.37,Low
Sri Lanka,Soybeans,1994,10167.0,1712.0,1860.7,26.34,Low
Sri Lanka,Soybeans,1995,10034.0,1712.0,1735.5,26.59,Low
Sri Lanka,Soybeans,1996,8551.0,1712.0,1654.41,26.38,Low
Sri Lanka,Soybeans,1997,8451.0,1712.0,1622.4,26.66,Low
Sri Lanka,Soybeans,1998,9345.0,1712.0,1532.41,27.13,Low
Sri Lanka,Soybeans,1999,9756.0,1712.0,1766.91,26.32,Low
Sri Lanka,Soybeans,2000,9275.0,1712.0,1695.71,26.43,Low
Sri Lanka,Soybeans,2001,9688.0,1712.0,1705.05,26.63,Low
Sri Lanka,Soybeans,2002,9206.0,1712.0,1714.39,26.74,Low
Sri Lanka,Soybeans,2004,14538.0,1712.0,1733.07,26.64,Low
Sri Lanka,Soybeans,2005,16201.0,1712.0,1742.41,26.73,Low
Sri Lanka,Soybeans,2006,16873.0,1712.0,1751.75,26.56,Low
Sri Lanka,Soybeans,2007,16783.0,1712.0,1439.8,26.57,Low
Sri Lanka,Soybeans,2008,24048.0,1712.0,1152.39,26.42,Low
Sri Lanka,Soybeans,2009,22831.0,1712.0,1170.36,26.67,Low
Sri Lanka,Soybeans,2010,16711.0,1712.0,1450.54,26.83,Low
Sri Lanka,Soybeans,2011,15673.0,1712.0,1290.31,26.65,Low
Sri Lanka,Soybeans,2012,10987.0,1712.0,1112.8,26.88,Low
Sri Lanka,Soybeans,2013,16955.0,1712.0,1235.31,27.03,Low
Sri Lanka,Sweet potatoes,1990,64750.0,1712.0,1571.33,26.53,Low
Sri Lanka,Sweet potatoes,1991,65460.0,1712.0,1409.15,26.53,Low
Sri Lanka,Sweet potatoes,1992,60568.0,1712.0,2144.31,26.26,Low
Sri Lanka,Sweet potatoes,1993,68502.0,1712.0,1753.2,26.37,Low
Sri Lanka,Sweet potatoes,1994,68593.0,1712.0,1860.7,26.34,Low
Sri Lanka,Sweet potatoes,1995,67751.0,1712.0,1735.5,26.59,Low
Sri Lanka,Sweet potatoes,1996,65106.0,1712.0,1654.41,26.38,Low
Sri Lanka,Sweet potatoes,1997,60379.0,1712.0,1622.4,26.66,Low
Sri Lanka,Sweet potatoes,1998,60640.0,1712.0,1532.41,27.13,Low
Sri Lanka,Sweet potatoes,1999,61575.0,1712.0,1766.91,26.32,Low
Sri Lanka,Sweet potatoes,2000,62724.0,1712.0,1695.71,26.43,Low
Sri Lanka,Sweet potatoes,2001,61834.0,1712.0,1705.05,26.63,Low
Sri Lanka,Sweet potatoes,2002,61636.0,1712.0,1714.39,26.74,Low
Sri Lanka,Sweet potatoes,2004,61869.0,1712.0,1733.07,26.64,Low
Sri Lanka,Sweet potatoes,2005,62205.0,1712.0,1742.41,26.73,Low
Sri Lanka,Sweet potatoes,2006,62586.0,1712.0,1751.75,26.56,Low
Sri Lanka,Sweet potatoes,2007,75283.0,1712.0,1439.8,26.57,Low
Sri Lanka,Sweet potatoes,2008,81252.0,1712.0,1152.39,26.42,Low
Sri Lanka,Sweet potatoes,2009,78783.0,1712.0,1170.36,26.67,Low
Sri Lanka,Sweet potatoes,2010,79014.0,1712.0,1450.54,26.83,Low
Sri Lanka,Sweet potatoes,2011,81641.0,1712.0,1290.31,26.65,Low
Sri Lanka,Sweet potatoes,2012,78499.0,1712.0,1112.8,26.88,Low
Sri Lanka,Sweet potatoes,2013,93002.0,1712.0,1235.31,27.03,Low
Sudan,Maize,2012,16634.0,1712.0,2469.47,26.42,Low
Sudan,Maize,2012,16634.0,1712.0,2469.47,29.96,Low
Sudan,Maize,2013,15997.0,1712.0,2469.47,26.84,Low
Sudan,Maize,2013,15997.0,1712.0,2469.47,30.65,Low
Sudan,Potatoes,2012,166663.0,1712.0,2469.47,26.42,Low
Sudan,Potatoes,2012,166663.0,1712.0,2469.47,29.96,Low
Sudan,Potatoes,2013,166669.0,1712.0,2469.47,26.84,Low
Sudan,Potatoes,2013,166669.0,1712.0,2469.47,30.65,Low
Sudan,"Rice, paddy",2012,31746.0,1712.0,2469.47,26.42,Low
Sudan,"Rice, paddy",2012,31746.0,1712.0,2469.47,29.96,Low
Sudan,"Rice, paddy",2013,33060.0,1712.0,2469.47,26.84,Low
Sudan,"Rice, paddy",2013,33060.0,1712.0,2469.47,30.65,Low
Sudan,Sorghum,2012,5481.0,1712.0,2469.47,26.42,Low
Sudan,Sorghum,2012,5481.0,1712.0,2469.47,29.96,Low
Sudan,Sorghum,2013,6390.0,1712.0,2469.47,26.84,Low
Sudan,Sorghum,2013,6390.0,1712.0,2469.47,30.65,Low
Sudan,Sweet potatoes,2012,214286.0,1712.0,2469.47,26.42,Medium
Sudan,Sweet potatoes,2012,214286.0,1712.0,2469.47,29.96,Medium
Sudan,Sweet potatoes,2013,213626.0,1712.0,2469.47,26.84,Medium
Sudan,Sweet potatoes,2013,213626.0,1712.0,2469.47,30.65,Medium
Sudan,Wheat,2012,17297.0,1712.0,2469.47,26.42,Low
Sudan,Wheat,2012,17297.0,1712.0,2469.47,29.96,Low
Sudan,Wheat,2013,19534.0,1712.0,2469.47,26.84,Low
Sudan,Wheat,2013,19534.0,1712.0,2469.47,30.65,Low
Sudan,Yams,2012,19737.0,1712.0,2469.47,26.42,Low
Sudan,Yams,2012,19737.0,1712.0,2469.47,29.96,Low
Sudan,Yams,2013,21053.0,1712.0,2469.47,26.84,Low
Sudan,Yams,2013,21053.0,1712.0,2469.47,30.65,Low
Suriname,Cassava,1990,125641.0,2331.0,217.0,26.87,Low
Suriname,Cassava,1991,154444.0,2331.0,207.0,26.93,Low
Suriname,Cassava,1992,144139.0,2331.0,197.5,27.04,Low
Suriname,Cassava,1993,130082.0,2331.0,188.0,26.83,Low
Suriname,Cassava,1994,135039.0,2331.0,178.5,26.82,Low
Suriname,Cassava,1995,149460.0,2331.0,169.0,27.33,Low
Suriname,Cassava,1996,169764.0,2331.0,142.0,27.09,Medium
Suriname,Cassava,1997,162653.0,2331.0,139.0,27.27,Low
Suriname,Cassava,1998,110084.0,2331.0,151.33,27.65,Low
Suriname,Cassava,1999,167798.0,2331.0,163.67,27.07,Medium
Suriname,Cassava,2000,158385.0,2331.0,176.0,26.86,Low
Suriname,Cassava,2001,197585.0,2331.0,581.12,27.12,Medium
Suriname,Cassava,2002,187244.0,2331.0,986.25,27.14,Medium
Suriname,Cassava,2004,204878.0,2331.0,1214.83,27.47,Medium
Suriname,Cassava,2005,197619.0,2331.0,1426.37,27.7,Medium
Suriname,Cassava,2006,200000.0,2331.0,1483.84,27.34,Medium
Suriname,Cassava,2007,254710.0,2331.0,1847.86,27.19,Medium
Suriname,Cassava,2008,251652.0,2331.0,2108.66,27.22,Medium
Suriname,Cassava,2009,276831.0,2331.0,2191.37,27.45,Medium
Suriname,Cassava,2010,252560.0,2331.0,1286.65,27.7,Medium
Suriname,Cassava,2011,228356.0,2331.0,936.24,27.42,Medium
Suriname,Cassava,2012,241965.0,2331.0,633.92,27.4,Medium
Suriname,Cassava,2013,298608.0,2331.0,537.49,27.17,Medium
Suriname,Maize,1990,21575.0,2331.0,217.0,26.87,Low
Suriname,Maize,1991,22289.0,2331.0,207.0,26.93,Low
Suriname,Maize,1992,18706.0,2331.0,197.5,27.04,Low
Suriname,Maize,1993,20651.0,2331.0,188.0,26.83,Low
Suriname,Maize,1994,18162.0,2331.0,178.5,26.82,Low
Suriname,Maize,1995,22553.0,2331.0,169.0,27.33,Low
Suriname,Maize,1996,22267.0,2331.0,142.0,27.09,Low
Suriname,Maize,1997,22833.0,2331.0,139.0,27.27,Low
Suriname,Maize,1998,22000.0,2331.0,151.33,27.65,Low
Suriname,Maize,1999,10000.0,2331.0,163.67,27.07,Low
Suriname,Maize,2000,19048.0,2331.0,176.0,26.86,Low
Suriname,Maize,2001,19444.0,2331.0,581.12,27.12,Low
Suriname,Maize,2002,19677.0,2331.0,986.25,27.14,Low
Suriname,Maize,2004,28077.0,2331.0,1214.83,27.47,Low
Suriname,Maize,2005,18421.0,2331.0,1426.37,27.7,Low
Suriname,Maize,2006,23000.0,2331.0,1483.84,27.34,Low
Suriname,Maize,2007,27222.0,2331.0,1847.86,27.19,Low
Suriname,Maize,2008,22500.0,2331.0,2108.66,27.22,Low
Suriname,Maize,2009,24000.0,2331.0,2191.37,27.45,Low
Suriname,Maize,2010,23333.0,2331.0,1286.65,27.7,Low
Suriname,Maize,2011,22857.0,2331.0,936.24,27.42,Low
Suriname,Maize,2012,26364.0,2331.0,633.92,27.4,Low
Suriname,Maize,2013,24737.0,2331.0,537.49,27.17,Low
Suriname,Plantains and others,1990,206853.0,2331.0,217.0,26.87,Medium
Suriname,Plantains and others,1991,257647.0,2331.0,207.0,26.93,Medium
Suriname,Plantains and others,1992,212170.0,2331.0,197.5,27.04,Medium
Suriname,Plantains and others,1993,192946.0,2331.0,188.0,26.83,Medium
Suriname,Plantains and others,1994,201869.0,2331.0,178.5,26.82,Medium
Suriname,Plantains and others,1995,253471.0,2331.0,169.0,27.33,Medium
Suriname,Plantains and others,1996,245380.0,2331.0,142.0,27.09,Medium
Suriname,Plantains and others,1997,238532.0,2331.0,139.0,27.27,Medium
Suriname,Plantains and others,1998,227338.0,2331.0,151.33,27.65,Medium
Suriname,Plantains and others,1999,236391.0,2331.0,163.67,27.07,Medium
Suriname,Plantains and others,2000,217379.0,2331.0,176.0,26.86,Medium
Suriname,Plantains and others,2001,232854.0,2331.0,581.12,27.12,Medium
Suriname,Plantains and others,2002,237531.0,2331.0,986.25,27.14,Medium
Suriname,Plantains and others,2004,306667.0,2331.0,1214.83,27.47,Medium
Suriname,Plantains and others,2005,285275.0,2331.0,1426.37,27.7,Medium
Suriname,Plantains and others,2006,200476.0,2331.0,1483.84,27.34,Medium
Suriname,Plantains and others,2007,254652.0,2331.0,1847.86,27.19,Medium
Suriname,Plantains and others,2008,282651.0,2331.0,2108.66,27.22,Medium
Suriname,Plantains and others,2009,341816.0,2331.0,2191.37,27.45,High
Suriname,Plantains and others,2010,280227.0,2331.0,1286.65,27.7,Medium
Suriname,Plantains and others,2011,312350.0,2331.0,936.24,27.42,Medium
Suriname,Plantains and others,2012,309336.0,2331.0,633.92,27.4,Medium
Suriname,Plantains and others,2013,307428.0,2331.0,537.49,27.17,Medium
Suriname,"Rice, paddy",1990,37691.0,2331.0,217.0,26.87,Low
Suriname,"Rice, paddy",1991,38156.0,2331.0,207.0,26.93,Low
Suriname,"Rice, paddy",1992,37975.0,2331.0,197.5,27.04,Low
Suriname,"Rice, paddy",1993,36987.0,2331.0,188.0,26.83,Low
Suriname,"Rice, paddy",1994,36325.0,2331.0,178.5,26.82,Low
Suriname,"Rice, paddy",1995,35186.0,2331.0,169.0,27.33,Low
Suriname,"Rice, paddy",1996,37025.0,2331.0,142.0,27.09,Low
Suriname,"Rice, paddy",1997,39827.0,2331.0,139.0,27.27,Low
Suriname,"Rice, paddy",1998,37581.0,2331.0,151.33,27.65,Low
Suriname,"Rice, paddy",1999,37205.0,2331.0,163.67,27.07,Low
Suriname,"Rice, paddy",2000,38970.0,2331.0,176.0,26.86,Low
Suriname,"Rice, paddy",2001,37671.0,2331.0,581.12,27.12,Low
Suriname,"Rice, paddy",2002,39227.0,2331.0,986.25,27.14,Low
Suriname,"Rice, paddy",2004,35596.0,2331.0,1214.83,27.47,Low
Suriname,"Rice, paddy",2005,35984.0,2331.0,1426.37,27.7,Low
Suriname,"Rice, paddy",2006,41296.0,2331.0,1483.84,27.34,Low
Suriname,"Rice, paddy",2007,42534.0,2331.0,1847.86,27.19,Low
Suriname,"Rice, paddy",2008,41892.0,2331.0,2108.66,27.22,Low
Suriname,"Rice, paddy",2009,42092.0,2331.0,2191.37,27.45,Low
Suriname,"Rice, paddy",2010,42329.0,2331.0,1286.65,27.7,Low
Suriname,"Rice, paddy",2011,41331.0,2331.0,936.24,27.42,Low
Suriname,"Rice, paddy",2012,43622.0,2331.0,633.92,27.4,Low
Suriname,"Rice, paddy",2013,44965.0,2331.0,537.49,27.17,Low
Suriname,Soybeans,1990,5323.0,2331.0,217.0,26.87,Low
Suriname,Soybeans,1991,8587.0,2331.0,207.0,26.93,Low
Suriname,Soybeans,1992,7805.0,2331.0,197.5,27.04,Low
Suriname,Soybeans,1993,7857.0,2331.0,188.0,26.83,Low
Suriname,Soybeans,1994,7458.0,2331.0,178.5,26.82,Low
Suriname,Soybeans,1995,6667.0,2331.0,169.0,27.33,Low
Suriname,Soybeans,1996,9500.0,2331.0,142.0,27.09,Low
Suriname,Soybeans,1997,8200.0,2331.0,139.0,27.27,Low
Suriname,Soybeans,1998,9000.0,2331.0,151.33,27.65,Low
Suriname,Soybeans,1999,8000.0,2331.0,163.67,27.07,Low
Suriname,Soybeans,2000,7353.0,2331.0,176.0,26.86,Low
Suriname,Soybeans,2001,8333.0,2331.0,581.12,27.12,Low
Suriname,Soybeans,2002,9051.0,2331.0,986.25,27.14,Low
Suriname,Soybeans,2004,10000.0,2331.0,1214.83,27.47,Low
Suriname,Soybeans,2005,10000.0,2331.0,1426.37,27.7,Low
Suriname,Soybeans,2006,10000.0,2331.0,1483.84,27.34,Low
Suriname,Soybeans,2007,10000.0,2331.0,1847.86,27.19,Low
Suriname,Soybeans,2008,8571.0,2331.0,2108.66,27.22,Low
Suriname,Soybeans,2009,13750.0,2331.0,2191.37,27.45,Low
Suriname,Soybeans,2010,14000.0,2331.0,1286.65,27.7,Low
Suriname,Soybeans,2011,8462.0,2331.0,936.24,27.42,Low
Suriname,Soybeans,2012,10000.0,2331.0,633.92,27.4,Low
Suriname,Soybeans,2013,10000.0,2331.0,537.49,27.17,Low
Suriname,Sweet potatoes,1990,90667.0,2331.0,217.0,26.87,Low
Suriname,Sweet potatoes,1991,33846.0,2331.0,207.0,26.93,Low
Suriname,Sweet potatoes,1992,88846.0,2331.0,197.5,27.04,Low
Suriname,Sweet potatoes,1993,61774.0,2331.0,188.0,26.83,Low
Suriname,Sweet potatoes,1994,58873.0,2331.0,178.5,26.82,Low
